key,impact_chosen,title,relevance
AZ-HB2650-Y2020,None,"Schools; statewide assessment; ACT; SAT. ","'Community college' => 'Education', 'School' => 'Education', 'University' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2651-Y2020,None,"HOA; rental information; violation; penalty. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2652-Y2020,Healthcare,"Unauthorized racing meetings; penalties; racketeering. ","'Emergency service' => 'Healthcare', 'Manufacturing' => 'Jobs', 'Money' => 'Jobs', 'Gambling' => 'Jobs', 'Horse racing' => 'Jobs'"
AZ-HB2653-Y2020,None,"County stadium districts; annual budget. ","'Arizona' => 'Location', 'Cost' => 'None', 'County' => 'None', 'Legislature' => 'None', 'Receipt' => 'None'"
AZ-HB2654-Y2020,None,"Patriotic youth groups; school access. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2655-Y2020,None,"Enforcement; immigration laws; employer sanctions. ","'Arizona' => 'Location', 'United States' => 'Location', 'Government' => 'None', 'Legislature' => 'None', 'Repeal' => 'None'"
AZ-HB2656-Y2020,Jobs,"Immigration laws; enforcement; costs; fees. ","'Immigration' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2657-Y2020,None,"Marijuana; adult use; sale; regulation. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Grant' => 'None', 'Legislature' => 'None', 'Requirement' => 'None'"
AZ-HB2658-Y2020,Healthcare,"Schools; sex education. ","'AIDS' => 'Healthcare', 'HIV' => 'Healthcare', 'Teacher' => 'Jobs', 'Parent' => 'Safety', 'School' => 'Education'"
AZ-HB2659-Y2020,None,"Technical correction; traffic school; licenses. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2660-Y2020,None,"Technical correction; vehicle accident report. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2661-Y2020,Safety,"Technical correction; overtaking bicycles. ","'Death' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2662-Y2020,None,"Technical correction; disabled parking; reciprocity. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2663-Y2020,None,"Technical correction; DUI; blood test. ","'Arizona' => 'Location', 'Blood' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2664-Y2020,Transportation,"HOV lanes; degradation; technical correction. ","'Bus' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Public' => 'None'"
AZ-HB2665-Y2020,None,"Technical correction; military; special plates. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2666-Y2020,None,"Appropriation; financing agreement; retirement; defeasance. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2667-Y2020,None,"Appropriation; Washington D.C. internships. ","'Washington' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Part' => 'None'"
AZ-HB2668-Y2020,Healthcare,"Hospitals; unreimbursed costs; assessment; fund. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Hospital' => 'Healthcare', 'Arizona' => 'Location', 'Contract' => 'None'"
AZ-HB2669-Y2020,None,"Online dating fraud; member notice. ","'Arizona' => 'Location', 'Fraud' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2670-Y2020,Healthcare,"Doulas; voluntary certification. ","'Doula' => 'Healthcare', 'Arizona' => 'Location', 'Fee' => 'None', 'Fingerprint' => 'None', 'Law' => 'None'"
AZ-HB2671-Y2020,Environment,"Water supply development fund; appropriation. ","'Water supply' => 'Environment', 'Water' => 'Environment', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None'"
AZ-HB2672-Y2020,Environment,"Water rights. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2673-Y2020,Jobs,"Livestock loss board; avoidance measures. ","'Livestock' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2674-Y2020,Environment,"Water; substitute acreage. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2675-Y2020,Environment,"Water conservation notice; no abandonment. ","'Colorado River' => 'Environment', 'Conservation' => 'Environment', 'Water' => 'Environment', 'Arizona' => 'Location', 'Colorado' => 'Location'"
AZ-HB2676-Y2020,None,"Veterans; income tax subtraction; increase. ","'Arizona' => 'Location', 'United States' => 'Location', 'Constitution' => 'None', 'Interest' => 'None', 'Legislature' => 'None'"
AZ-HB2677-Y2020,Environment,"Groundwater replenishment reserves. ","'Groundwater' => 'Environment', 'Surface water' => 'Environment', 'Arizona' => 'Location', 'United States' => 'Location', 'Contract' => 'None'"
AZ-HB2678-Y2020,Jobs,"CTEDs; district governing boards; elections. ","'Profession' => 'Jobs', 'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Election' => 'None'"
AZ-HB2679-Y2020,Environment,"SFB; department of administration. ","'Energy' => 'Environment', 'Hearing' => 'Healthcare', 'Infrastructure' => 'Jobs', 'Advertising' => 'Jobs', 'Construction' => 'Jobs'"
AZ-HB2680-Y2020,None,"Charter schools; enrollment preference; preschool. ","'Charter school' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Charter' => 'None', 'Legislature' => 'None'"
AZ-HB2681-Y2020,None,"DOR; administrative rulings; procedures. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2682-Y2020,None,"Schools; instruction; Holocaust; genocides. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2683-Y2020,Jobs,"Anti-semitism; crime reporting; aggravating factor. ","'Intern' => 'Jobs', 'Israel' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Computer' => 'None'"
AZ-HB2684-Y2020,Healthcare,"Crisis management team; underperforming districts. ","'Crisis management' => 'Healthcare', 'Arizona' => 'Location', 'Bill' => 'None', 'English language' => 'None', 'Legislature' => 'None'"
AZ-HB2685-Y2020,None,"Government assistance; point of contact. ","'Arizona' => 'Location', 'Government' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2686-Y2020,None,"Building permits; utilities; restrictions; prohibitions. ","'Arizona' => 'Location', 'Building' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2687-Y2020,Transportation,"Traffic safety rules; educational information. ","'Traffic' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2688-Y2020,None,"Call center relocation. ","'Arizona' => 'Location', 'Agency' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'Section' => 'None'"
AZ-HB2689-Y2020,None,"Misclassification; tax fraud; task force. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2690-Y2020,None,"State agencies; veterans status; inquiry. ","'Arizona' => 'Location', 'Grant' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2691-Y2020,None,"Prisoners; isolated confinement; prohibited. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2692-Y2020,None,"Appropriation; coordinated homeless youth services. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2693-Y2020,Healthcare,"Abortion; waiting period; authorized providers. ","'Abortion' => 'Healthcare', 'Emergency medicine' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare'"
AZ-HB2694-Y2020,None,"Repeal; imprisonment; abortion; solicitation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2695-Y2020,Jobs,"TANF; financial literacy education. ","'Wage' => 'Jobs', 'Victim' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2696-Y2020,Safety,"Family law; domestic violence; resources. ","'Domestic violence' => 'Safety', 'Police' => 'Safety', 'School' => 'Education', 'Arizona' => 'Location', 'Family law' => 'None'"
AZ-HB2697-Y2020,None,"Arizona jazz day; observed. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None', 'Title' => 'None'"
AZ-HB2698-Y2020,None,"Day of racial healing; observed. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None', 'Title' => 'None'"
AZ-HB2699-Y2020,None,"Driver license fees; homeless exemption. ","'Arizona' => 'Location', 'United States' => 'Location', 'Fee' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2700-Y2020,Safety,"Rear-facing car seats. ","'Child' => 'Safety', 'Arizona' => 'Location', 'Federal' => 'None', 'Legislature' => 'None', 'Regulation' => 'None'"
AZ-HB2701-Y2020,Safety,"Children; aggravating circumstances; effect. ","'Child' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'Service' => 'None'"
AZ-HB2702-Y2020,None,"Trespassing; civil unmanned aircraft. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2703-Y2020,None,"Civil action; invasion of privacy. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2704-Y2020,Healthcare,"Special services fund; treatment programs. ","'Substance abuse' => 'Healthcare', 'Arizona' => 'Location', 'Individual' => 'None', 'Legislature' => 'None', 'Revenue' => 'None'"
AZ-HB2705-Y2020,None,"Vacant; abandoned buildings; ordinances. ","'Arizona' => 'Location', 'Cost' => 'None', 'Legislature' => 'None', 'Property' => 'None', 'Requirement' => 'None'"
AZ-HB2706-Y2020,None,"Interscholastic athletics; biological sex. ","'Arizona' => 'Location', 'Female' => 'None', 'Legislature' => 'None', 'Male' => 'None', 'Section' => 'None'"
AZ-HB2707-Y2020,None,"Conversion therapy; prohibition; sexual orientation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2708-Y2020,None,"Wrongful arrest; record clearance. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2709-Y2020,None,"Arizona competes fund; rural businesses. ","'Arizona' => 'Location', 'Grant' => 'None', 'Grants' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2710-Y2020,None,"Arizona competes fund; rural areas. ","'Mexico' => 'Location', 'Arizona' => 'Location', 'Grant' => 'None', 'Grants' => 'None', 'Legislature' => 'None'"
AZ-HB2711-Y2020,Safety,"Search and rescue equipment; fund. ","'Search and rescue' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2712-Y2020,None,"Disadvantaged business enterprises; audits. ","'Arizona' => 'Location', 'English language' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2713-Y2020,None,"Agency actions; procedures; fee awards. ","'Arizona' => 'Location', 'United States' => 'Location', 'Administrative law' => 'None', 'Agency' => 'None', 'Appeal' => 'None'"
AZ-HB2714-Y2020,None,"License plate designs. ","'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2715-Y2020,Jobs,"Wage contracts; prohibited agreements; repeal. ","'Wage' => 'Jobs', 'Arizona' => 'Location', 'Fish' => 'None', 'Legislature' => 'None', 'Repeal' => 'None'"
AZ-HB2716-Y2020,Healthcare,"Antidiscrimination; housing; employment; public accommodations. ","'Disability' => 'Healthcare', 'Employment' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Indian reservation' => 'Racial'"
AZ-HB2717-Y2020,Jobs,"Treasurer; pension prefunding; investment accounts. ","'Pension' => 'Jobs', 'Investment' => 'Jobs', 'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None'"
AZ-HB2718-Y2020,None,"Out-of-state contributions; prohibition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2719-Y2020,None,"Rubbish; removal; penalties. ","'Arizona' => 'Location', 'United States' => 'Location', 'Assessment' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2720-Y2020,None,"ASDB; accounting; unspent monies; grants. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2721-Y2020,None,"Possession of firearms; buildings; liability. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2722-Y2020,None,"Administrative law judge decisions; review. ","'Arizona' => 'Location', 'Administrative law' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2723-Y2020,None,"County fair racing; council; appropriations. ","'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2724-Y2020,Transportation,"Egg-laying hens; confinement; regulation. ","'Bus' => 'Transportation', 'Transport' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location', 'Affirmative defense' => 'None'"
AZ-HB2725-Y2020,Transportation,"Schools; certificates of educational convenience. ","'Transport' => 'Transportation', 'School' => 'Education', 'Special education' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2726-Y2020,None,"Appropriation: Tolikan senior center facility. ","'Navajo Nation' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2727-Y2020,Healthcare,"AHCCCS; pregnant women; dental care. ","'Ambulance' => 'Healthcare', 'Ear' => 'Healthcare', 'Emergency service' => 'Healthcare', 'Hospice' => 'Healthcare', 'Orthotics' => 'Healthcare'"
AZ-HB2728-Y2020,None,"Biometric identifiers; commercial purpose; consent. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2729-Y2020,None,"Personal data; processing; security standards. ","'Arizona' => 'Location', 'Consumer' => 'None', 'Data' => 'None', 'Legislature' => 'None', 'Person' => 'None'"
AZ-HB2730-Y2020,None,"Rental vehicle license surcharge; exceptions. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2731-Y2020,Jobs,"Tuition waivers; ROTC program; appropriation. ","'Employment' => 'Jobs', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Cost' => 'None', 'Legislature' => 'None'"
AZ-HB2732-Y2020,Jobs,"Tax credit; affordable housing. ","'Income tax' => 'Jobs', 'Income' => 'Jobs', 'Intern' => 'Jobs', 'Affordable housing' => 'Safety', 'Arizona' => 'Location'"
AZ-HB2733-Y2020,None,"Appropriations; community colleges. ","'Community college' => 'Education', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Community' => 'None', 'Legislature' => 'None'"
AZ-HB2734-Y2020,Jobs,"Power plants; contractors; workforce requirements. ","'Wage' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Agency' => 'None', 'Fish' => 'None'"
AZ-HB2735-Y2020,Healthcare,"Guilty except insane; court jurisdiction. ","'Hearing' => 'Healthcare', 'Medicine' => 'Healthcare', 'Mental disorder' => 'Healthcare', 'Mental health' => 'Healthcare', 'Psychology' => 'Healthcare'"
AZ-HB2736-Y2020,None,"Prohibited agreements; public works contracts. ","'Arizona' => 'Location', 'United States' => 'Location', 'Agency' => 'None', 'Fish' => 'None', 'Legislature' => 'None'"
AZ-HB2737-Y2020,Environment,"Water efficient plumbing fixtures. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2738-Y2020,Environment,"Irrigation non-expansion areas; water supplies. ","'Irrigation' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2739-Y2020,Healthcare,"Liquor omnibus. ","'Drug' => 'Healthcare', 'Drugs' => 'Healthcare', 'Hotel' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2740-Y2020,Jobs,"Barbering; cosmetology; consolidation. ","'Barber' => 'Jobs', 'School' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2741-Y2020,Jobs,"CTEDs; fourth-year funding. ","'Profession' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Funding' => 'None', 'Legislature' => 'None'"
